Invoice,ProductID,Product,Description,QuantityBought,Date,Price,CustomerID,Age,Gender,AverageSpend,PurchaseFrequency,Country,Category_x,Encoded_Category,Recency,Prod_cluster,text_features,product_features
388249,8667,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,5,00:00.0,91.59,60435,20,1,111.02,2,0,Electronics,0,457.95000000000005,1,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 0 91.59 A portable Bluetooth speaker with clear sound and deep bass. 2
175766,6742,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,7,00:00.0,99.85,20310,48,1,233.74,2,1,Kitchen,2,698.9499999999999,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 1 99.85 A BPA-free reusable bottle designed to keep drinks cold for hours. 2
508923,6788,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,4,00:00.0,133.92,73965,18,0,211.28,1,1,Kitchen,2,535.68,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 1 133.92 A durable ceramic mug with a smooth matte finish for hot beverages. 1
515192,6408,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",3,00:00.0,88.93,79922,29,1,193.09,1,0,Office,4,266.79,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 88.93 A premium ruled notebook for writing, journaling, or office notes. 1"
668550,9669,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,1,00:00.0,96.7,92839,56,0,211.07,0,0,Lighting / Decor,3,96.7,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 96.7 A warm ambient lamp with soft diffused lighting for home décor. 0
487261,1922,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,8,00:00.0,27.69,22242,21,1,67.52,2,3,Electronics,0,221.52,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 3 27.69 A lightweight wireless mouse with ergonomic design and smooth tracking. 2
910208,1419,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,3,00:00.0,73.72,18947,59,0,183.6,0,0,Lighting / Decor,3,221.16,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 73.72 A flexible RGB LED strip with multiple color modes for room decoration. 0
785440,3204,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,2,00:00.0,108.88,81466,30,1,220.91,2,0,Electronics,0,217.76,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 108.88 A lightweight wireless mouse with ergonomic design and smooth tracking. 2
752664,2120,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,4,00:00.0,44.29,71816,51,0,73.61,2,0,Kitchen,2,177.16,0,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 0 44.29 A durable ceramic mug with a smooth matte finish for hot beverages. 2
554589,1950,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,3,00:00.0,34.33,58785,59,0,91.83,0,0,Kitchen,2,102.99,0,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 0 34.33 A BPA-free reusable bottle designed to keep drinks cold for hours. 0
237848,3336,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,1,00:00.0,50.5,10507,38,0,81.8,2,3,Lighting / Decor,3,50.5,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 3 50.5 A flexible RGB LED strip with multiple color modes for room decoration. 2
717075,6373,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,3,00:00.0,40.02,76972,39,0,80.64,0,2,Lighting / Decor,3,120.06,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 2 40.02 A flexible RGB LED strip with multiple color modes for room decoration. 0
227948,3243,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",2,00:00.0,36.16,37151,21,1,65.18,2,3,Home Decor,1,72.32,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 3 36.16 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
679304,3645,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",8,00:00.0,66.6,21618,35,1,180.5,0,0,Office,4,532.8,1,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 66.6 A premium ruled notebook for writing, journaling, or office notes. 0"
502690,5612,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,6,00:00.0,136.64,84286,22,1,254.67,2,3,Lighting / Decor,3,819.8399999999999,1,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 3 136.64 A flexible RGB LED strip with multiple color modes for room decoration. 2
599046,2865,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",9,00:00.0,78.52,26122,36,0,139.15,1,0,Home Decor,1,706.68,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 78.52 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 1"
551269,7028,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",8,00:00.0,32.25,17354,19,1,76.74,2,0,Home Decor,1,258.0,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 32.25 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
121959,8326,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,3,00:00.0,16.16,40979,29,1,35.63,1,2,Kitchen,2,48.480000000000004,0,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 2 16.16 A durable ceramic mug with a smooth matte finish for hot beverages. 1
760890,7371,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,5,00:00.0,105.94,96436,34,0,128.66,0,0,Office,4,529.7,1,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 0 105.94 A multi-section organizer that keeps workspace essentials neatly arranged. 0
850216,7359,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,7,00:00.0,60.51,89376,27,0,122.01,1,2,Electronics,0,423.57,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 2 60.51 A lightweight wireless mouse with ergonomic design and smooth tracking. 1
890180,8863,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,5,00:00.0,124.17,62774,51,1,306.82,1,0,Kitchen,2,620.85,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 0 124.17 A BPA-free reusable bottle designed to keep drinks cold for hours. 1
328576,4228,Storage Box,A sturdy plastic storage box ideal for organizing household items.,8,00:00.0,100.63,15037,23,1,300.29,2,3,Storage,5,805.04,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 100.63 A sturdy plastic storage box ideal for organizing household items. 2
637833,4719,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,5,00:00.0,120.46,38633,25,1,272.03,2,0,Electronics,0,602.3,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 120.46 A lightweight wireless mouse with ergonomic design and smooth tracking. 2
265838,3371,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,1,00:00.0,44.43,34495,28,0,77.33,1,0,Lighting / Decor,3,44.43,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 44.43 A flexible RGB LED strip with multiple color modes for room decoration. 1
435674,3891,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,5,00:00.0,105.39,74550,29,0,153.06,1,0,Kitchen,2,526.95,1,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 0 105.39 A BPA-free reusable bottle designed to keep drinks cold for hours. 1
979989,4756,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,4,00:00.0,43.29,91384,26,0,118.86,0,1,Lighting / Decor,3,173.16,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 43.29 A warm ambient lamp with soft diffused lighting for home décor. 0
161087,5225,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,6,00:00.0,141.16,46483,19,1,371.13,1,1,Office,4,846.96,1,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 1 141.16 A multi-section organizer that keeps workspace essentials neatly arranged. 1
693128,1094,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,3,00:00.0,97.27,83373,25,1,142.78,1,1,Lighting / Decor,3,291.81,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 97.27 A warm ambient lamp with soft diffused lighting for home décor. 1
218451,3674,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,5,00:00.0,52.05,44069,28,0,72.94,1,1,Lighting / Decor,3,260.25,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 52.05 A warm ambient lamp with soft diffused lighting for home décor. 1
547600,7898,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",2,00:00.0,44.08,17370,53,1,107.13,0,1,Office,4,88.16,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 1 44.08 A premium ruled notebook for writing, journaling, or office notes. 0"
937437,1793,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,6,00:00.0,32.68,81947,27,0,53.27,1,0,Electronics,0,196.07999999999998,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 32.68 A lightweight wireless mouse with ergonomic design and smooth tracking. 1
539792,3116,Storage Box,A sturdy plastic storage box ideal for organizing household items.,6,00:00.0,105.72,49133,38,1,170.5,2,0,Storage,5,634.3199999999999,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 0 105.72 A sturdy plastic storage box ideal for organizing household items. 2
139353,6779,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,5,00:00.0,36.71,10692,37,0,47.89,1,3,Kitchen,2,183.55,0,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 3 36.71 A durable ceramic mug with a smooth matte finish for hot beverages. 1
293075,7166,Storage Box,A sturdy plastic storage box ideal for organizing household items.,6,00:00.0,91.32,38926,25,0,139.53,1,3,Storage,5,547.92,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 91.32 A sturdy plastic storage box ideal for organizing household items. 1
314283,1814,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,7,00:00.0,43.37,83984,53,0,80.45,2,1,Lighting / Decor,3,303.59,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 43.37 A warm ambient lamp with soft diffused lighting for home décor. 2
414877,1345,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,5,00:00.0,100.99,53390,46,0,249.01,2,0,Lighting / Decor,3,504.95,1,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 100.99 A flexible RGB LED strip with multiple color modes for room decoration. 2
165318,9554,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,1,00:00.0,123.17,59593,59,0,206.02,1,0,Office,4,123.17,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 0 123.17 A multi-section organizer that keeps workspace essentials neatly arranged. 1
865313,3443,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,8,00:00.0,117.81,85609,29,1,195.24,2,2,Electronics,0,942.48,1,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 2 117.81 A portable Bluetooth speaker with clear sound and deep bass. 2
582690,8783,Storage Box,A sturdy plastic storage box ideal for organizing household items.,4,00:00.0,115.32,15209,31,1,181.03,2,3,Storage,5,461.28,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 3 115.32 A sturdy plastic storage box ideal for organizing household items. 2
516880,1984,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,9,00:00.0,32.22,16533,38,1,63.04,0,0,Lighting / Decor,3,289.98,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 32.22 A warm ambient lamp with soft diffused lighting for home décor. 0
691460,8790,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,6,00:00.0,17.82,96597,39,0,24.26,1,1,Office,4,106.92,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 1 17.82 A multi-section organizer that keeps workspace essentials neatly arranged. 1
840976,1827,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,1,00:00.0,106.35,17211,38,0,209.64,0,2,Kitchen,2,106.35,0,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 2 106.35 A BPA-free reusable bottle designed to keep drinks cold for hours. 0
881239,4531,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,3,00:00.0,58.41,19927,47,0,140.67,1,0,Electronics,0,175.23,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 58.41 A lightweight wireless mouse with ergonomic design and smooth tracking. 1
193264,8147,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",3,00:00.0,67.69,87463,56,1,71.72,1,1,Home Decor,1,203.07,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 1 67.69 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 1"
870746,5451,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",4,00:00.0,9.52,34594,37,0,9.71,2,2,Office,4,38.08,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 2 9.52 A premium ruled notebook for writing, journaling, or office notes. 2"
913168,4876,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,6,00:00.0,42.64,84852,41,1,49.05,0,2,Office,4,255.84,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 2 42.64 A multi-section organizer that keeps workspace essentials neatly arranged. 0
325281,6959,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,7,00:00.0,9.88,87713,40,1,20.46,1,2,Lighting / Decor,3,69.16000000000001,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 2 9.88 A flexible RGB LED strip with multiple color modes for room decoration. 1
737147,1126,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,4,00:00.0,132.48,86382,24,0,358.88,1,3,Lighting / Decor,3,529.92,1,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 3 132.48 A flexible RGB LED strip with multiple color modes for room decoration. 1
998613,4177,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,6,00:00.0,40.29,17933,26,0,40.68,1,0,Office,4,241.74,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 0 40.29 A multi-section organizer that keeps workspace essentials neatly arranged. 1
494070,9795,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,1,00:00.0,85.81,50696,18,0,246.56,2,0,Lighting / Decor,3,85.81,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 85.81 A flexible RGB LED strip with multiple color modes for room decoration. 2
452228,7024,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,8,00:00.0,10.65,75449,43,0,12.91,1,0,Electronics,0,85.2,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 10.65 A lightweight wireless mouse with ergonomic design and smooth tracking. 1
531839,6109,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,7,00:00.0,101.69,77616,55,1,272.93,2,0,Lighting / Decor,3,711.8299999999999,1,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 101.69 A flexible RGB LED strip with multiple color modes for room decoration. 2
369536,5146,Storage Box,A sturdy plastic storage box ideal for organizing household items.,9,00:00.0,51.84,16089,55,1,101.9,1,0,Storage,5,466.56000000000006,1,Storage Box A sturdy plastic storage box ideal for organizing household items. Storage,Storage Box Storage 0 51.84 A sturdy plastic storage box ideal for organizing household items. 1
417824,8196,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",3,00:00.0,135.2,66548,39,0,313.49,1,0,Home Decor,1,405.59999999999997,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 135.2 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 1"
357426,4368,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,2,00:00.0,133.78,36123,27,1,270.42,2,0,Lighting / Decor,3,267.56,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 133.78 A flexible RGB LED strip with multiple color modes for room decoration. 2
277789,4797,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",1,00:00.0,52.17,17797,23,1,101.95,1,0,Home Decor,1,52.17,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 52.17 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 1"
613153,2792,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,3,00:00.0,135.64,60013,34,1,362.13,0,1,Lighting / Decor,3,406.91999999999996,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 1 135.64 A warm ambient lamp with soft diffused lighting for home décor. 0
842452,6732,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,5,00:00.0,149.44,18346,55,0,375.36,2,0,Kitchen,2,747.2,1,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 0 149.44 A durable ceramic mug with a smooth matte finish for hot beverages. 2
937291,4476,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,2,00:00.0,124.69,95414,41,0,245.24,1,3,Electronics,0,249.38,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 3 124.69 A lightweight wireless mouse with ergonomic design and smooth tracking. 1
225657,4417,Ceramic Mug,A durable ceramic mug with a smooth matte finish for hot beverages.,3,00:00.0,127.51,43672,27,0,155.98,2,3,Kitchen,2,382.53000000000003,0,Ceramic Mug A durable ceramic mug with a smooth matte finish for hot beverages. Kitchen,Ceramic Mug Kitchen 3 127.51 A durable ceramic mug with a smooth matte finish for hot beverages. 2
335167,2645,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,4,00:00.0,41.11,27653,25,1,50.6,2,0,Lighting / Decor,3,164.44,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 41.11 A warm ambient lamp with soft diffused lighting for home décor. 2
781669,4030,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,7,00:00.0,88.62,59556,38,0,230.68,1,2,Electronics,0,620.34,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 2 88.62 A lightweight wireless mouse with ergonomic design and smooth tracking. 1
580671,3872,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,3,00:00.0,14.75,36140,23,0,30.37,1,3,Office,4,44.25,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 3 14.75 A multi-section organizer that keeps workspace essentials neatly arranged. 1
819094,4072,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,9,00:00.0,18.76,11184,38,1,36.83,1,0,Office,4,168.84,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 0 18.76 A multi-section organizer that keeps workspace essentials neatly arranged. 1
170467,2854,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",8,00:00.0,149.84,44493,56,1,353.79,1,0,Home Decor,1,1198.72,1,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 149.84 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 1"
283734,5021,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,4,00:00.0,52.36,54148,41,1,142.3,2,0,Lighting / Decor,3,209.44,0,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 52.36 A warm ambient lamp with soft diffused lighting for home décor. 2
722794,5662,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",1,00:00.0,113.49,34846,50,0,256.23,2,0,Home Decor,1,113.49,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 113.49 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
209751,7514,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",1,00:00.0,121.97,32195,35,0,308.06,1,0,Office,4,121.97,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 0 121.97 A premium ruled notebook for writing, journaling, or office notes. 1"
481050,6031,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,1,00:00.0,129.41,15606,45,1,327.48,0,3,Lighting / Decor,3,129.41,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 3 129.41 A flexible RGB LED strip with multiple color modes for room decoration. 0
911774,3708,Bluetooth Speaker,A portable Bluetooth speaker with clear sound and deep bass.,1,00:00.0,149.66,13956,49,0,256.3,1,1,Electronics,0,149.66,0,Bluetooth Speaker A portable Bluetooth speaker with clear sound and deep bass. Electronics,Bluetooth Speaker Electronics 1 149.66 A portable Bluetooth speaker with clear sound and deep bass. 1
792517,8112,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",8,00:00.0,40.02,26555,29,0,61.96,1,3,Office,4,320.16,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 3 40.02 A premium ruled notebook for writing, journaling, or office notes. 1"
561079,9393,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,3,00:00.0,10.85,28690,59,0,28.24,2,0,Lighting / Decor,3,32.55,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 0 10.85 A flexible RGB LED strip with multiple color modes for room decoration. 2
468452,4507,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,6,00:00.0,64.62,68502,44,0,113.37,0,0,Electronics,0,387.72,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 64.62 A lightweight wireless mouse with ergonomic design and smooth tracking. 0
206081,7456,Wall Clock,"A minimalist wall clock with a silent sweep mechanism, perfect for modern décor.",3,00:00.0,23.86,58849,27,0,66.97,2,0,Home Decor,1,71.58,0,"Wall Clock A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. Home Decor","Wall Clock Home Decor 0 23.86 A minimalist wall clock with a silent sweep mechanism, perfect for modern décor. 2"
713333,5212,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,5,00:00.0,8.25,36347,59,1,9.4,2,0,Electronics,0,41.25,0,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 8.25 A lightweight wireless mouse with ergonomic design and smooth tracking. 2
658986,8970,Wireless Mouse,A lightweight wireless mouse with ergonomic design and smooth tracking.,7,00:00.0,57.26,59056,49,1,63.93,2,0,Electronics,0,400.82,1,Wireless Mouse A lightweight wireless mouse with ergonomic design and smooth tracking. Electronics,Wireless Mouse Electronics 0 57.26 A lightweight wireless mouse with ergonomic design and smooth tracking. 2
210078,9766,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,2,00:00.0,118.64,73851,59,1,338.6,1,1,Lighting / Decor,3,237.28,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 1 118.64 A flexible RGB LED strip with multiple color modes for room decoration. 1
967055,1536,Home Decor Lamp,A warm ambient lamp with soft diffused lighting for home décor.,6,00:00.0,87.1,91502,43,0,200.06,2,0,Lighting / Decor,3,522.5999999999999,1,Home Decor Lamp A warm ambient lamp with soft diffused lighting for home décor. Lighting / Decor,Home Decor Lamp Lighting / Decor 0 87.1 A warm ambient lamp with soft diffused lighting for home décor. 2
122671,2625,LED Light Strip,A flexible RGB LED strip with multiple color modes for room decoration.,6,00:00.0,50.35,91418,42,0,88.58,2,1,Lighting / Decor,3,302.1,0,LED Light Strip A flexible RGB LED strip with multiple color modes for room decoration. Lighting / Decor,LED Light Strip Lighting / Decor 1 50.35 A flexible RGB LED strip with multiple color modes for room decoration. 2
518400,8973,Water Bottle,A BPA-free reusable bottle designed to keep drinks cold for hours.,3,00:00.0,99.88,80211,28,0,250.71,2,0,Kitchen,2,299.64,0,Water Bottle A BPA-free reusable bottle designed to keep drinks cold for hours. Kitchen,Water Bottle Kitchen 0 99.88 A BPA-free reusable bottle designed to keep drinks cold for hours. 2
455528,9577,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,6,00:00.0,38.64,51850,40,1,90.6,1,2,Office,4,231.84,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 2 38.64 A multi-section organizer that keeps workspace essentials neatly arranged. 1
710490,9070,Desk Organizer,A multi-section organizer that keeps workspace essentials neatly arranged.,5,00:00.0,7.09,88545,51,0,14.62,1,3,Office,4,35.45,0,Desk Organizer A multi-section organizer that keeps workspace essentials neatly arranged. Office,Desk Organizer Office 3 7.09 A multi-section organizer that keeps workspace essentials neatly arranged. 1
151663,9666,Notebook,"A premium ruled notebook for writing, journaling, or office notes.",2,00:00.0,115.83,37843,57,1,138.73,2,1,Office,4,231.66,0,"Notebook A premium ruled notebook for writing, journaling, or office notes. Office","Notebook Office 1 115.83 A premium ruled notebook for writing, journaling, or office notes. 2"
